,Unnamed: 0,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,CDC_Name,CDC_Street,CDC_City,CDC_State,CDC_Zip,ThirdPartyLender_Name,ThirdPartyLender_City,ThirdPartyLender_State,ThirdPartyDollars,GrossApproval,ApprovalDate,ApprovalFiscalYear,DeliveryMethod,subpgmdesc,InitialInterestRate,TermInMonths,NaicsCode,NaicsDescription,ProjectCounty,ProjectState,BusinessType,LoanStatus,ChargeOffDate,GrossChargeOffAmount,target,Borrgsp,unemploy_bow,unemploy_pro,strdate,SP500,borrCDC,borrthird,borrpro,total,severity,termint,age,CDC_Zip_dm,ThirdPartyDollars_dm,InitialInterestRate_dm,count,diff,target1,target5,age1,age5
22014,27789,35495,9700 BUSINESS PARK DR.STES.1,5673,4,95827,231,329,63,6,80202,0,0,1,0.0,11.407576060361786,1998-01-26,8,3,3,0.0,240,0,0,1187,5,1,PIF,,0.0,0,13.953394738447546,5.95,5.95,1998/01/26,6.864795597068751,0,0,1,90000.0,0.0,1,5485,0,1,1,1,2942,0,0,3307,4768
28044,36403,21127,P.O. BOX 390188,3160,12,96739,133,132,105,12,96813,0,0,1,0.0,12.128116509451258,1999-09-15,9,0,2,0.0,240,962,721,609,13,2,PIF,,0.0,0,10.577742391364248,5.4,5.4,1999/09/15,7.184606385968388,1,0,1,185000.0,0.0,1,4888,0,1,1,1,2345,0,0,2710,4171
4317,4955,1487,"431 RIO RANCHO BOULEVARD, NE",5500,33,87124,106,273,6,33,87109,0,0,1,0.0,13.815511557963774,1992-11-09,3,0,2,0.0,240,0,0,1231,34,1,PIF,,0.0,0,10.51534604117312,6.966666666666668,6.966666666666668,1992/11/09,6.039278034483871,1,0,1,1000000.0,0.0,1,7389,0,1,1,1,4846,0,0,5211,6672
36072,49795,34798,1805 WILLIMASON COURT,661,44,37027,170,239,162,44,37219,0,0,1,0.0,13.34230340290474,2002-05-23,12,0,2,0.0,240,969,621,383,46,1,PIF,,0.0,0,12.182241936394284,5.174999999999999,5.174999999999999,2002/05/23,7.001318439090383,1,0,1,623000.0,0.0,1,3907,0,1,1,1,1364,0,0,1729,3190
40466,59359,51853,1605 E. MAIN STREET,6140,42,29302,13,186,97,42,29615,1959,52,16,13.487007879880162,13.049794835104814,2003-10-31,14,0,2,0.0,240,1030,493,1294,44,1,PIF,,0.0,0,11.814222679297625,6.8249999999999975,6.8249999999999975,2003/10/31,6.95817265281326,1,0,1,1185000.0,0.0,1,3381,0,0,1,1,838,0,0,1203,2664
20963,26293,24130,451 WEST RIDGE ROAD,5533,35,14615,227,159,199,35,14614,0,0,1,0.0,11.8350162104899,1997-09-22,7,0,2,0.0,240,1040,97,923,36,2,PIF,,0.0,0,13.407061000815151,6.441666666666666,6.441666666666666,1997/09/22,6.863207595401938,1,0,1,138000.0,0.0,1,5611,0,1,1,1,3068,0,0,3433,4894
28763,37481,34149,120 N. HALE STREET,7161,15,60187,247,262,49,15,60605,0,0,1,0.0,13.275944180597026,1999-12-02,10,0,2,0.0,240,1029,370,435,16,1,PIF,,0.0,0,13.096458114851105,4.333333333333333,4.333333333333333,1999/12/02,7.251373379422942,1,0,1,583000.0,0.0,1,4810,0,1,1,1,2267,0,0,2632,4093
26363,33976,24744,HIGHWAY 6,6195,29,58554,89,213,80,29,58104,0,0,1,0.0,12.757082940769225,1999-04-09,9,2,2,0.0,240,0,0,939,30,2,CHGOFF,2003-06-26,0.0,1,9.740068217795187,3.2916666666666674,3.2916666666666674,1999/04/09,7.207378256215223,1,0,1,347000.0,0.0,1,1539,0,1,1,1,2504,1,1,2869,4330
19476,24263,7649,"NEW LOT 1A, ULSTER BUSINESS P",6409,35,13204,126,12,238,35,13202,0,0,1,0.0,11.711784520403114,1997-04-17,7,0,2,0.0,240,0,0,1010,36,1,PIF,,0.0,0,13.407061000815151,6.441666666666666,6.441666666666666,1997/04/17,6.6369565703844176,1,0,1,122000.0,0.0,1,5769,0,1,1,1,3226,0,0,3591,5052
35880,49426,10984,16666 JOHNSON DRIVE,1157,4,91745,150,222,120,5,90631,0,0,1,0.0,13.399996629152975,2002-04-26,12,0,2,0.0,240,527,198,813,5,1,PIF,,0.0,0,14.177672749385989,6.65,6.65,2002/04/26,6.982231704534283,1,0,1,660000.0,0.0,1,3934,0,1,1,1,1391,0,0,1756,3217
20561,25727,36693,800 24TH AVENUE SE,4143,24,55455,279,182,252,24,55110,0,0,1,0.0,12.095146671399464,1997-08-08,7,0,2,0.0,240,0,0,617,25,1,PIF,,0.0,0,11.96177248820416,3.2583333333333333,3.2583333333333333,1997/08/08,6.840054406076884,1,0,1,179000.0,0.0,1,5656,0,1,1,1,3113,0,0,3478,4939
4202,4821,11998,319 ULYSSES STREET N.E.,4143,24,55413,235,197,15,24,55112,0,0,1,0.0,12.83468397161566,1992-10-15,3,0,2,0.0,240,0,0,617,25,1,PIF,,0.0,0,11.67800251967387,4.9750000000000005,4.9750000000000005,1992/10/15,6.017619519197595,1,0,1,375000.0,0.0,1,7414,0,1,1,1,4871,0,0,5236,6697
19282,23993,22991,3590 CONSER ROAD NE,57,38,97321,51,4,208,38,97301,0,0,1,0.0,13.116347317149177,1997-03-27,7,0,2,0.0,240,0,0,803,39,1,PIF,,0.0,0,11.51655885620265,5.666666666666668,5.666666666666668,1997/03/27,6.652708185107532,1,0,1,497000.0,0.0,1,5790,0,1,1,1,3247,0,0,3612,5073
30748,40468,39197,11225 WOODSTOCK ROAD,5604,10,30075,47,272,16,11,30339,0,0,1,0.0,12.964541634128395,2000-08-11,10,2,2,0.0,240,1002,160,505,11,3,PIF,,0.0,0,12.636596478063383,3.5833333333333326,3.5833333333333326,2000/08/11,7.294947765618048,1,0,1,427000.0,0.0,1,4557,0,1,1,1,2014,0,0,2379,3840
18657,23158,27557,"755 SELIG DRIVE, STE F",231,10,30336,47,272,16,11,30339,0,0,1,0.0,13.527829818844936,1997-01-09,7,0,2,0.0,240,65,146,505,11,2,PIF,,0.0,0,12.368196171866419,4.583333333333332,4.583333333333332,1997/01/09,6.627842912042384,1,0,1,750000.0,0.0,1,5867,0,1,1,1,3324,0,0,3689,5150
47183,78003,25731,1853 W. ARROW ROUTE,6727,4,91786,38,146,212,5,92106,194,251,34,13.723944460328596,13.529162262303307,2005-12-06,16,3,3,0.0,240,612,441,1217,5,1,PIF,,0.0,0,14.44397963431205,4.916666666666666,4.916666666666666,2005/12/06,7.142590180141563,1,0,1,1663500.0,0.0,1,2614,0,0,1,1,71,0,0,436,1897
12391,14908,37438,STANDARD STREET,5450,34,89506,184,88,125,34,89144,0,0,1,0.0,13.249878458265119,1995-08-24,5,0,2,0.0,240,0,0,1448,35,1,PIF,,0.0,0,10.80467073795224,5.558333333333333,5.558333333333333,1995/08/24,6.325183034926621,1,0,1,568000.0,0.0,1,6371,0,1,1,1,3828,0,0,4193,5654
8287,9672,18893,TRACE CROSSINGS,2903,1,35217,5,46,29,2,35209,0,0,1,0.0,12.144202560946875,1994-06-09,4,0,2,0.0,240,874,306,687,2,1,PIF,,0.0,0,11.408669894191465,6.191666666666667,6.191666666666667,1994/06/09,6.128745119952307,1,0,1,188000.0,0.0,1,6812,0,1,1,1,4269,0,0,4634,6095
8561,10005,2757,7555-7575 FREEDOM AVE. NW,3100,36,44720,265,44,42,36,44702,0,0,1,0.0,12.676079399771028,1994-07-07,4,0,2,0.0,240,0,0,1304,37,1,PIF,,0.0,0,12.549398840027266,5.566666666666666,5.566666666666666,1994/07/07,6.107868866104527,1,0,1,320000.0,0.0,1,6784,0,1,1,1,4241,0,0,4606,6067
22857,28938,10847,4700 N. 12TH ST.,5117,3,85014,32,178,248,4,85711,0,0,1,0.0,12.709876675502672,1998-04-20,8,3,3,0.0,240,0,0,847,4,1,PIF,,0.0,0,11.873347180983867,4.324999999999998,4.324999999999998,1998/04/20,7.0252271764622805,1,0,1,331000.0,0.0,1,5401,0,1,1,1,2858,0,0,3223,4684
45718,73534,17554,LOT M CRANBERRY MALL ROUTE 2,1393,39,16319,233,115,128,39,17837,898,577,45,13.017005083966255,13.02805489573287,2005-06-27,15,0,2,0.0,240,676,603,1414,40,1,PIF,,0.0,0,13.133472640396535,4.966666666666666,4.966666666666666,2005/06/27,7.083127697178362,1,1,1,905000.0,0.0,1,2776,0,0,1,1,233,0,0,598,2059
35485,48658,49691,7 NORDEN LANE,2968,35,11746,152,225,27,35,11714,0,0,1,0.0,13.815511557963774,2002-03-11,12,2,2,0.0,240,179,1043,1321,36,1,PIF,,0.0,0,13.6953676525042,6.1416666666666675,6.1416666666666675,2002/03/11,7.0641263576127535,1,0,1,1000000.0,0.0,1,3980,0,1,1,1,1437,0,0,1802,3263
24053,30602,36191,620 CARDINAL LANE,2685,51,53029,294,6,154,50,53716,0,0,1,0.0,12.73080413304066,1998-08-11,8,0,2,0.0,240,0,0,1452,53,1,PIF,,0.0,0,11.998580962154186,3.358333333333334,3.358333333333334,1998/08/11,6.975395217000537,1,0,1,338000.0,0.0,1,5288,0,1,1,1,2745,0,0,3110,4571
33868,45666,21881,151 LAWRENCE DRIVE,6745,4,95687,178,221,213,5,94133,0,0,1,0.0,14.075565234308307,2001-08-13,11,2,2,0.0,240,1022,426,1289,5,1,PIF,,0.0,0,14.140569481237971,5.433333333333334,5.433333333333334,2001/08/13,7.083631139336191,1,0,1,1297000.0,0.0,1,4190,0,1,1,1,1647,0,0,2012,3473
10043,11900,1602,1706 UNIVERSITY AVENUE,5690,24,55104,235,197,15,24,55112,0,0,1,0.0,12.08391066125752,1994-12-20,5,0,2,0.0,240,0,0,1125,25,1,PIF,,0.0,0,11.813956294996741,3.725,3.725,1994/12/20,6.127087513990272,1,0,1,177000.0,0.0,1,6618,0,1,1,1,4075,0,0,4440,5901
43485,67296,32845,"14040 N.W. 82ND AVENUE, UNIT",4072,9,33016,112,275,122,10,33467,1529,884,15,11.652696102959752,11.461642696843064,2004-10-05,15,0,2,0.0,240,928,22,373,10,1,PIF,,0.0,0,13.454170606923261,3.683333333333333,3.683333333333333,2004/10/05,7.0348107303906255,1,1,1,210000.0,0.0,1,3041,0,0,1,1,498,0,0,863,2324
18067,22339,30821,PO BOX 95,2223,28,28734,246,74,266,28,28786,0,0,1,0.0,13.399996629152975,1996-09-30,6,0,2,0.0,240,0,0,831,29,1,PIF,,0.0,0,12.224972905030654,4.291666666666667,4.291666666666667,1996/09/30,6.5342683987977415,1,0,1,660000.0,0.0,1,5968,0,1,1,1,3425,0,0,3790,5251
38934,55788,47789,108 WEST 1325 NORTH,1003,46,84720,179,150,210,46,84109,1928,235,54,12.240478903153713,12.170450649220747,2003-05-13,13,0,2,0.0,240,686,763,673,48,1,PIF,,0.0,0,11.27910132873224,5.650000000000001,5.650000000000001,2003/05/13,6.84938435293451,1,1,1,400000.0,0.0,1,3552,0,0,1,1,1009,0,0,1374,2835
4888,5604,30689,160 SOUTH BEECH STREET,3838,31,3103,119,321,188,31,3801,0,0,1,0.0,11.112462823634855,1993-02-26,3,0,2,0.0,240,0,0,629,32,3,PIF,,0.0,0,10.21695066941163,6.116666666666666,6.116666666666666,1993/02/26,6.096680063503923,1,0,1,67000.0,0.0,1,7280,0,1,1,1,4737,0,0,5102,6563
36556,50803,37724,4747 MONTGOMERY RD,1149,36,45212,134,100,50,36,45212,0,0,1,0.0,13.986940516051432,2002-07-24,12,2,2,0.0,240,1022,426,583,37,1,PIF,,0.0,0,12.928700955412287,5.750000000000001,5.750000000000001,2002/07/24,6.7386618352391325,1,0,1,1187000.0,0.0,1,3845,0,1,1,1,1302,0,0,1667,3128
2880,3326,4789,P. O. BOX 1947,1162,1,35045,258,296,156,2,36117,0,0,1,0.0,12.358798024384122,1992-02-03,2,0,2,0.0,240,0,0,274,2,1,PIF,,0.0,0,11.305422706245567,7.566666666666669,7.566666666666669,1992/02/03,6.017449005394073,1,0,1,233000.0,0.0,1,7669,0,1,1,1,5126,0,0,5491,6952
23432,29729,29886,102 HOLIDAY LANE,3642,37,74352,229,156,68,37,74701,0,0,1,0.0,12.259618151783464,1998-06-15,8,0,2,0.0,240,0,0,863,38,1,PIF,,0.0,0,11.304794902651146,4.241666666666666,4.241666666666666,1998/06/15,6.982872037140116,1,0,1,211000.0,0.0,1,5345,0,1,1,1,2802,0,0,3167,4628
1833,2143,33625,4201 STEINER ST.,6198,24,55375,279,182,252,24,55110,0,0,1,0.0,11.964007453736913,1991-06-06,1,0,2,0.0,240,260,787,617,25,1,PIF,,0.0,0,11.572170311805401,5.166666666666667,5.166666666666667,1991/06/06,5.952281846232225,1,0,1,157000.0,0.0,1,7911,0,1,1,1,5368,0,0,5733,7194
3423,3942,41073,1501 EAST WALNUT,70,13,50511,142,252,113,13,50131,0,0,1,0.0,11.856522261533735,1992-06-05,2,0,2,0.0,240,0,0,745,14,1,PIF,,0.0,0,11.032811700103224,4.466666666666666,4.466666666666666,1992/06/05,6.027024749045809,1,0,1,141000.0,0.0,1,7546,0,1,1,1,5003,0,0,5368,6829
10007,11858,13858,"1512 W. BELL RD., #2",5117,3,85023,262,172,179,4,85012,0,0,1,0.0,12.863595239117188,1994-12-15,5,0,2,0.0,240,339,636,847,4,1,PIF,,0.0,0,11.607387103046644,5.358333333333332,5.358333333333332,1994/12/15,6.123238136952031,1,0,1,386000.0,0.0,1,6623,0,1,1,1,4080,0,0,4445,5906
24401,31110,15359,889 HOWE ROAD #2,3920,4,94553,21,101,260,5,94596,0,0,1,0.0,12.950390487958611,1998-09-15,8,0,2,0.0,240,0,0,334,5,1,PIF,,0.0,0,13.953394738447546,5.95,5.95,1998/09/15,6.945706007199672,1,0,1,421000.0,0.0,1,5253,0,1,1,1,2710,0,0,3075,4536
45777,73719,35909,125 WEST INDIANTOWN RD STE 1,3152,9,33458,112,275,122,10,33467,1040,83,8,12.54254845357358,12.345838935721968,2005-07-01,15,0,2,0.0,240,975,620,1035,10,1,PIF,,0.0,0,13.454170606923261,3.683333333333333,3.683333333333333,2005/07/01,7.086269548078924,1,0,1,510000.0,0.0,1,2772,0,0,1,1,229,0,0,594,2055
15488,18856,5795,4040 PALAFOX,5077,9,32505,5,46,29,2,35209,0,0,1,0.0,11.759793355371235,1996-05-02,6,0,2,0.0,240,0,0,464,10,1,PIF,,0.0,0,12.823724160766226,5.166666666666667,5.166666666666667,1996/05/02,6.468288621957353,0,0,1,128000.0,0.0,1,6119,0,1,1,1,3576,0,0,3941,5402
45959,74235,51461,3625 DALBERGIA ST,5721,4,92113,38,146,212,5,92106,371,1247,9,12.768544351446796,12.245298166364204,2005-07-22,15,3,3,0.0,240,616,935,1218,5,1,PIF,,0.0,0,14.377333736391131,5.399999999999999,5.399999999999999,2005/07/22,7.118567149911747,1,1,1,559000.0,0.0,1,2751,0,0,1,1,208,0,0,573,2034
15332,18647,41213,1616 TRANSAMERICA COURT,1283,36,43228,74,306,55,36,43215,0,0,1,0.0,11.728044909070785,1996-04-23,6,0,2,0.0,240,0,0,497,37,1,PIF,,0.0,0,12.647937504436646,4.991666666666666,4.991666666666666,1996/04/23,6.480933763095856,1,0,1,124000.0,0.0,1,6128,0,1,1,1,3585,0,0,3950,5411
27037,34933,41187,15909 HWY. 75 NORTH,4438,30,68112,182,223,132,30,68526,0,0,1,0.0,13.112315061750808,1999-06-11,9,0,2,0.0,240,0,0,1447,31,1,PIF,,0.0,0,10.890987631033713,2.7750000000000004,2.7750000000000004,1999/06/11,7.165987954794862,1,0,1,495000.0,0.0,1,4984,0,1,1,1,2441,0,0,2806,4267
47128,77794,14692,570 SOUTH 9TH STREET,4172,4,95351,231,329,63,6,80202,321,1249,9,13.102162710901053,12.608202196848836,2005-11-30,16,3,3,0.0,240,365,40,1301,5,2,CHGOFF,2012-09-28,246292.0,1,14.44397963431205,4.916666666666666,4.916666666666666,2005/11/30,7.131282740593357,0,1,1,789000.0,0.31215716096324464,1,2494,0,0,1,1,77,0,0,442,1903
34262,46355,51275,21 BLUE SKY COURT,5673,4,95828,231,329,63,6,80202,0,0,1,0.0,12.957491092701881,2001-09-25,11,3,3,0.0,240,871,637,1187,5,1,PIF,,0.0,0,14.140569481237971,5.433333333333334,5.433333333333334,2001/09/25,6.920938023517027,0,0,1,424000.0,0.0,1,4147,0,1,1,1,1604,0,0,1969,3430
9918,11740,15916,5907 63RD STREET,3704,45,79424,49,63,139,45,79412,0,0,1,0.0,11.736077016252437,1994-12-07,5,0,2,0.0,240,0,0,818,47,1,CHGOFF,1997-05-12,0.0,1,13.137697801839217,6.058333333333334,6.058333333333334,1994/12/07,6.1141909242936245,1,0,1,125000.0,0.0,1,887,0,1,1,1,4088,1,1,4453,5914
29179,38095,39590,201 MULBERRY STREET,7220,39,16803,233,115,128,39,17837,0,0,1,0.0,13.114333221834064,2000-01-27,10,0,2,0.0,240,705,580,243,40,1,PIF,,0.0,0,12.918173563769678,4.125000000000001,4.125000000000001,2000/01/27,7.2439132226470635,1,0,1,496000.0,0.0,1,4754,0,1,1,1,2211,0,0,2576,4037
26818,34620,22438,437 RAILROAD AVENUE,7124,35,11590,152,225,27,35,11714,0,0,1,0.0,12.574185427296195,1999-05-21,9,2,2,0.0,240,124,77,954,36,1,PIF,,0.0,0,13.584488678964975,5.175,5.175,1999/05/21,7.1939037052495864,1,0,1,289000.0,0.0,1,5005,0,1,1,1,2462,0,0,2827,4288
30130,39479,6582,224 WEST 4860 SOUTH,4345,46,84107,179,150,210,46,84109,0,0,1,0.0,11.964007453736913,2000-05-25,10,0,2,0.0,240,0,0,1213,48,1,PIF,,0.0,0,11.160424654345972,3.35,3.35,2000/05/25,7.231663214304299,1,0,1,157000.0,0.0,1,4635,0,1,1,1,2092,0,0,2457,3918
19333,24060,1913,COMMONS DRIVE,249,15,60504,245,145,227,15,62704,0,0,1,0.0,12.089544447235971,1997-04-03,7,0,2,0.0,240,1002,160,708,16,1,PIF,,0.0,0,12.919142054076989,4.766666666666668,4.766666666666668,1997/04/03,6.621831668862155,1,0,1,178000.0,0.0,1,5783,0,1,1,1,3240,0,0,3605,5066
22315,28201,7965,ALBANY AVENUE,126,35,11701,152,225,27,35,11714,0,0,1,0.0,13.815511557963774,1998-03-02,8,0,2,0.0,240,0,0,1321,36,1,PIF,,0.0,0,13.521441062624573,5.6083333333333325,5.6083333333333325,1998/03/02,6.955306534115842,1,0,1,1000000.0,0.0,1,5450,0,1,1,1,2907,0,0,3272,4733
38990,55927,46715,102 WOODROW AVENUE,3138,44,37659,15,324,7,44,37701,822,137,55,12.721888795877376,12.25486757159303,2003-05-20,13,0,2,0.0,240,1029,370,1447,46,1,CHGOFF,2008-04-09,207305.0,1,12.22506465024298,5.625,5.625,2003/05/20,6.825166811944612,1,0,1,545000.0,0.3803761467889909,1,1786,0,0,1,1,1002,0,1,1367,2828
9460,11145,4684,1419 21ST STREET,5673,4,95818,231,329,63,6,80202,0,0,1,0.0,12.445093483000797,1994-10-12,5,0,2,0.0,240,865,616,1187,5,3,PIF,,0.0,0,13.722932223270822,7.8583333333333325,7.8583333333333325,1994/10/12,6.1451937116815945,0,0,1,254000.0,0.0,1,6687,0,1,1,1,4144,0,0,4509,5970
4211,4832,17377,6 ROCKNE DRIVE,4437,31,3061,48,310,56,31,3302,0,0,1,0.0,13.335862167174316,1992-10-16,3,0,2,0.0,240,654,584,629,32,1,PIF,,0.0,0,10.21695066941163,6.116666666666666,6.116666666666666,1992/10/16,6.022793652796513,1,0,1,619000.0,0.0,1,7413,0,1,1,1,4870,0,0,5235,6696
2410,2788,11837,201 PERARD STREET,3369,19,70503,156,167,121,19,70508,0,0,1,0.0,10.985309671896763,1991-10-15,2,0,2,0.0,240,1002,160,754,20,1,PIF,,0.0,0,11.417412964700498,8.025,8.025,1991/10/15,5.971287375178718,1,0,1,59000.0,0.0,1,7780,0,1,1,1,5237,0,0,5602,7063
34446,46702,31926,1418 HEATHER DRIVE,4845,19,70570,156,167,121,19,70508,0,0,1,0.0,12.245298166364204,2001-10-17,12,2,2,0.0,120,781,557,1199,20,1,PIF,,0.0,0,11.846098694417867,6.158333333333334,6.158333333333334,2001/10/17,6.982946204387393,1,0,1,208000.0,0.0,1,4125,0,1,1,1,1582,0,0,1947,3408
35198,48101,12841,4720 MISSION GORGE PLACE,5721,4,92120,38,146,212,5,92106,0,0,1,0.0,14.077875591662238,2002-01-29,12,3,3,0.0,240,282,873,1218,5,3,PIF,,0.0,0,14.177672749385989,6.65,6.65,2002/01/29,7.0045552711919115,1,0,1,1300000.0,0.0,1,4021,0,1,1,1,1478,0,0,1843,3304
19150,23813,702,106 NORTH MAIN STREET,2909,47,23860,87,106,177,47,23805,0,0,1,0.0,11.141876276228,1997-03-11,7,0,2,0.0,240,0,0,639,49,1,PIF,,0.0,0,12.256583233683102,3.841666666666667,3.841666666666667,1997/03/11,6.699919004972387,1,0,1,69000.0,0.0,1,5806,0,1,1,1,3263,0,0,3628,5089
7469,8692,49908,942-946 MISSION STREET,5729,4,94103,178,221,213,5,94133,0,0,1,0.0,13.731042489476511,1994-03-15,4,0,2,0.0,240,0,0,1219,5,1,PIF,,0.0,0,13.666268975443694,8.591666666666667,8.591666666666667,1994/03/15,6.148489684577798,1,0,1,919000.0,0.0,1,6898,0,1,1,1,4355,0,0,4720,6181
13170,15908,20215,"APPROX, 2100 NO. WASH. BLVD",4645,46,84414,283,249,168,46,84405,0,0,1,0.0,12.560247968016563,1995-10-27,6,0,2,0.0,240,1019,335,1459,48,1,PIF,,0.0,0,10.859325867212783,3.35,3.35,1995/10/27,6.364234293042718,1,0,1,285000.0,0.0,1,6307,0,1,1,1,3764,0,0,4129,5590
41881,62895,30,1023 N COLE AVENUE,3681,4,90038,41,218,61,5,95616,489,1045,9,13.282781802386296,13.091906231773164,2004-04-12,14,3,3,0.0,240,784,699,813,5,1,PIF,,0.0,0,14.30545032275043,6.208333333333332,6.208333333333332,2004/04/12,7.04420735936768,1,1,1,1072000.0,0.0,1,3217,0,0,1,1,674,0,0,1039,2500
37802,53370,36125,1455 WISCONSIN DELLS PARKWAY,7287,51,53965,294,6,154,50,53716,0,0,1,0.0,14.049792644827866,2002-12-23,13,2,2,0.0,240,1029,370,1245,53,1,PIF,,0.0,0,12.221629507601836,5.7,5.7,2002/12/23,6.800593146943256,1,0,1,1264000.0,0.0,1,3693,0,1,1,1,1150,0,0,1515,2976
41861,62839,19527,7005 ST. FLORIAN DRIVE,6887,21,20603,35,198,79,47,22030,472,1303,50,13.62918218459133,13.441545570402793,2004-04-09,14,2,2,0.0,240,954,301,248,22,1,PIF,,0.0,0,12.416183640811674,4.241666666666667,4.241666666666667,2004/04/09,7.039064156398431,0,0,1,1518000.0,0.0,1,3220,0,0,1,1,677,0,0,1042,2503
29854,39067,20462,JONES BLVD & DOE AVE,3479,34,89146,184,88,125,34,89144,0,0,1,0.0,13.527829818844936,2000-04-18,10,2,2,0.0,240,0,0,293,35,1,PIF,,0.0,0,11.246719129190145,4.166666666666667,4.166666666666667,2000/04/18,7.274209241576187,1,0,1,750000.0,0.0,1,4672,0,1,1,1,2129,0,0,2494,3955
20474,25606,41780,2574 FEDERATED BLVD,1283,36,43235,74,306,55,36,43215,0,0,1,0.0,12.456835254920373,1997-07-31,7,0,2,0.0,240,0,0,497,37,1,PIF,,0.0,0,12.714325662980428,4.641666666666667,4.641666666666667,1997/07/31,6.862035893043451,1,0,1,257000.0,0.0,1,5664,0,1,1,1,3121,0,0,3486,4947
37315,52408,2513,25 BATHERICK RD,7139,20,1473,22,316,261,20,2451,1607,165,11,12.721888795877376,12.53537998978861,2002-10-29,13,2,2,0.0,240,60,740,1502,21,1,PIF,,0.0,0,12.66128238279603,5.716666666666666,5.716666666666666,2002/10/29,6.783495088776902,1,0,1,613000.0,0.0,1,3748,0,0,1,1,1205,0,0,1570,3031
26645,34384,51978,30 NORTH PROSPECT AVENUE,3726,35,11563,152,225,27,35,11714,0,0,1,0.0,12.149507585033074,1999-05-06,9,2,2,0.0,240,0,0,954,36,1,PIF,,0.0,0,13.584488678964975,5.175,5.175,1999/05/06,7.1952248656104025,1,0,1,189000.0,0.0,1,5020,0,1,1,1,2477,0,0,2842,4303
41961,63083,11126,32840 WOLFSTORE ROAD BUILDIN,6528,4,92592,231,329,63,6,80202,371,1247,9,13.000198003314571,12.810391344620207,2004-04-19,14,3,3,0.0,240,911,57,1155,5,2,PIF,,0.0,0,14.30545032275043,6.208333333333332,6.208333333333332,2004/04/19,7.035990122371402,0,1,1,808500.0,0.0,1,3210,0,0,1,1,667,0,0,1032,2493
23705,30096,40318,8425 HIGHWAY 38,841,51,53108,219,142,236,50,53177,0,0,1,0.0,12.83468397161566,1998-07-08,8,0,2,0.0,240,0,0,1121,53,1,CHGOFF,2004-11-08,0.0,1,11.998580962154186,3.358333333333334,3.358333333333334,1998/07/08,7.0625172048176275,1,0,1,375000.0,0.0,1,2315,0,1,1,1,2779,1,1,3144,4605
27029,34917,3126,215 WEST BAY BOULEVARD,1143,4,91910,38,146,212,5,92106,0,0,1,0.0,12.955129822091816,1999-06-10,9,2,2,0.0,240,1029,370,1218,5,1,PIF,,0.0,0,14.03632660273537,5.233333333333333,5.233333333333333,1999/06/10,7.1730536547320645,1,0,1,423000.0,0.0,1,4985,0,1,1,1,2442,0,0,2807,4268
37533,52832,22657,2575 EAST BAYSHORE ROAD,4975,4,94303,44,80,213,5,94111,2316,1303,50,13.091906231773164,12.901719200051186,2002-11-22,13,3,3,0.0,240,572,776,1237,5,1,PIF,,0.0,0,14.239008754802114,6.799999999999998,6.799999999999998,2002/11/22,6.836849852584606,1,0,1,886000.0,0.0,1,3724,0,0,1,1,1181,0,0,1546,3007
2569,2971,3172,17 DOWNING INDUSTRIAL PARK,5159,20,1201,185,236,259,20,1880,0,0,1,0.0,12.07824495582233,1991-11-21,2,0,2,0.0,240,0,0,119,21,1,PIF,,0.0,0,12.028355870436902,8.458333333333334,8.458333333333334,1991/11/21,5.942956837794421,1,0,1,176000.0,0.0,1,7743,0,1,1,1,5200,0,0,5565,7026
10857,12967,37261,4030 BLUEBONNET,6240,45,77477,45,55,19,45,78746,0,0,1,0.0,13.232116033476537,1995-04-05,5,0,2,0.0,240,0,0,494,47,1,PIF,,0.0,0,13.137697801839217,6.058333333333334,6.058333333333334,1995/04/05,6.227662531314328,1,0,1,558000.0,0.0,1,6512,0,1,1,1,3969,0,0,4334,5795
43615,67676,8364,2150 CAPITOL AVENUE,5673,4,95816,231,329,63,6,80202,2294,1205,9,14.340239678615058,13.415034483903348,2004-10-27,15,3,3,0.0,240,888,6,1187,5,1,PIF,,0.0,0,14.377333736391131,5.399999999999999,5.399999999999999,2004/10/27,7.026782006710596,0,1,1,2360000.0,0.0,1,3019,0,0,1,1,476,0,0,841,2302
31503,41713,12728,8862 GARDEN GROVE BLVD,2332,4,92844,38,146,212,5,92106,0,0,1,0.0,12.48370817000007,2000-11-09,11,3,3,0.0,240,969,621,1013,5,2,PIF,,0.0,0,14.140569481237971,5.433333333333334,5.433333333333334,2000/11/09,7.245041480672455,1,0,1,264000.0,0.0,1,4467,0,1,1,1,1924,0,0,2289,3750
14910,18110,4625,13503 118TH ST. E,5329,50,98374,110,67,218,49,98168,0,0,1,0.0,12.73080413304066,1996-03-22,6,0,2,0.0,240,1002,160,1069,52,1,PIF,,0.0,0,12.022995603429049,6.050000000000002,6.050000000000002,1996/03/22,6.479461562260767,1,0,1,338000.0,0.0,1,6160,0,1,1,1,3617,0,0,3982,5443
13191,15938,18629,815 S. KAY AVENUE,28,15,60101,245,145,227,15,62704,0,0,1,0.0,13.116347317149177,1995-10-30,6,0,2,0.0,240,0,0,435,16,1,PIF,,0.0,0,12.857108198266866,5.275,5.275,1995/10/30,6.370328973418967,1,0,1,497000.0,0.0,1,6304,0,1,1,1,3761,0,0,4126,5587
